brand,color,desc,retailPrice,title
ASOS DESIGN,toasted nut,Dress by ASOS DESIGNCrack the dress codeHigh neckCut-out frontDrop shouldersRelaxed fitSlouchy cut ,20.25,ASOS DESIGN super soft mini sweater dress with cut out front with long sleeve in tan
Native Youth,white stripe,Midi dress by Native Youth    Skirts and pants need not applyStriped designHalterneck styleButton-keyhole backRuffle hemRegular fitTrue to size,64.05,Native Youth midi halterneck dress in stripe
Pieces Maternity,black,Maternity dress by Pieces    Cute dressAll-over floral patternV-neckPuff sleevesRegular fit    Designed to fit you from bump to baby,22.4,Pieces Maternity shift dress in textured black
Missguided,rose,Mini dress by Missguided    Comfy clothes onlyPlain designCrew neckLong sleevesRibbed cuffsSmock styleOversized fitRelaxed and roomy,14,Missguided oversized smock sweater dress in rose
Only,brown,Dress by Only    Stick it on repeatPlain designRoll neckDrop shouldersRegular fitTrue to size,36,Only sweater dress with roll neck in brown
AX Paris,peach,Dress by AX Paris    Doing it for the glamSweetheart neck Ruched bustAdjustable strapsZip-back fastening Body-Conscious fit A tight cut to the body,23.45,AX Paris gathered bust mini dress in peach
City Goddess,navy,Maxi dress by City Goddess     For that thing you RSVPd toHigh neck Sheer mesh insertSweetheart bodice Statement embellished design Zip closure Keyhole back Regular fit Just select your usual size,47.05,City Goddess embellished chiffon maxi dress
Noisy May Tall,teal,Tall dress by Noisy May    Coming soon to your Saved Items    Crew neckRuched sleevesRibbed trimsOversized fitRelaxed and roomy,17.85,Noisy May Tall oversized sweater dress in dark green
Vesper,red,Dress by Vesper    Worth making plans for     Plunge neckTie frontZip-back fasteningBody-Conscious fitA tight cut to the body,15.9,Vesper tailored tux dress with tie front in red
Miss Selfridge Petite,black,Petite dress by Miss Selfridge         Cute dressHigh neckLong sleevesOpen back with tie detailSlim fitClose-fitting cut ,22.05,Miss Selfridge Petite bow back knitted mini dress in black
Flounce London,wine,Dress by Flounce LondonMay induce confidence V-neckWrap-style frontLong sleeves with puff shouldersDraping detailGathered skirtBody-Conscious fitA tight cut to the body,24,Flounce London wrap front slinky mini dress with frill detail in wine
Little Mistress,navy,Dress by Little Mistress    For that thing you have to go to    Sheer mesh neck     sweetheart bodice Lightly padded cups Bead embellishment Strap detail to the waist Full skirt Stretch shirred back     Regular fitJust select your usual size,34.5,Little Mistress mesh upper embellished waist detail skater maxi dress
Miss Selfridge,black,Mini dress by Miss Selfridge    Worn and shot by one of our models at homePlain designCrew neckVolume sleevesRibbed trimsRelaxed fitSlouchy cut #AtHomeWithASOS,18,Miss Selfridge knit puff sleeve mini dress in black
Noisy May,black,Mini dress by Noisy May    Laid-back looksPlain designRound neckDrop shouldersTiered skirtRelaxed fitSlouchy cut,40.5,Noisy May sweat mini dress in black
Object,smudge print,Dress by Object    Big looksSmudge printHigh neckPartial button placket    Three-quarter-length sleevesRelaxed fitLoose cut ,30.45,Object smock dress in smudge print
Vero Moda,black,Dress by Vero Moda    For your daytime thingLeopard printCold-shoulder cutRegular fitJust select your usual size,14.4,Vero Moda leopard print bardot dress
Mango,black,Dress by Mango    Do the smart thingPlain designRound neckShort sleevesSoft pleat detailsZip-back fasteningRegular fitTrue to size,57,Mango round neck dress in black
Pieces,camel,Dress by PIECESWorn and shot by one of our models at homeRibbed designV-neckLong sleevesRegular fitTrue to size#AtHomeWithASOS ,14.4,Pieces sweater dress with v neck in camel
River Island Plus,black,Plus-size dress by River Island          Coming soon to your Saved ItemsHigh neck Long sleeves Side split Body-Conscious fitFigure-hugging cut,30.5,River Island Plus long sleeve cozy midi dress in black
TFNC Maternity,grey,Maternity dress by TFNC    For that thing you have to go toFully linedV-neckSatin-style bow detailZip-back fasteningRegular fit    Designed to fit through all stages of pregnancyExclusive to ASOS,24.1,TFNC Maternity Bridesmaid maxi dress with satin bow back in gray
Miss Selfridge,brown,Mini dress by Miss Selfridge    Your new favorite dressAll-over leopard print    Round neck    Blouson sleeves    Elasticated cuffs Stretch waistSmock styleRegular fitTrue to size,20.25,Miss Selfridge smock dress in leopard print
ASOS Maternity,aqua,Maternity dress by ASOS DESIGN    For that thing you have to go to    V-neckButton placketTie waistBroderie trims    Midi lengthRegular fit    Designed to fit through all stages of pregnancy,27.45,ASOS DESIGN Maternity midi wrap dress in velvet broderie in aqua
ASOS DESIGN,charcoal,Dress by ASOS DESIGN    Act casualPlain designV-neckOff-shoulder styleLong sleevesSlim fitClose-fitting cut ,38.25,ASOS DESIGN knit dress with v neck in gray
Outrageous Fortune,black,Mini dress by Outrageous Fortune    Add-to-bag potential: considerablePlunge neckShirred-stretch waistTiered skirtRegular fitJust select your usual size,22.4,Outrageous Fortune shirred waist layered mini dress in black
Love Moschino,zzcm1004,Dress by Love Moschino    Serious add-to-bag potential All-over star and logo embroidery Crew neck Sleeveless styleRuffle hem Smock style Regular fitTrue to size,212,Love Moschino star print denim smock dress in blue
People Tree,black star,Dress by People Tree    Part of our responsible editAll-over star printRound neckSoft pleats to frontVolume sleevesFitted cuffsButton-keyhole backSmock styleRegular fitTrue to size,54,People Tree organic cotton smock dress in star print
AsYou,camel,Mini dress by AsYou    As seen on the Vassallo sisters    Bardot neck     Off-shoulder design    Underboob seam    Lettuce-edge trims    Body-Conscious fit    Figure-hugging cut,11.2,ASYOU ribbed body conscious bardot mini dress with underboob detail in camel
River Island,black,Mini dress by River Island    You choose the occasionHigh neckPadded shouldersSleeveless styleButton-keyhole backRegular fitTrue to size ,33.5,River Island shoulder pad high neck mini dress in black
ASOS DESIGN,mint,Mini dress by ASOS DESIGN    Your new go-to dressHigh neckLong sleevesRuffle trimsButton-keyhole backSmock styleRegular fitTrue to size,18.4,ASOS DESIGN frill neck detail smock mini dress in mint green
Heartbreak,black/ silver,Dress by HeartbreakPart of a two-piece setCardigan sold separatelyV-neckSleeveless styleHeart embroidery to chestSlim fitClose-fitting cut,24.5,Heartbreak knitted cami dress co-ord with heart embroidery in black
ASOS Tall,teal,Tall dress by ASOS DESIGNYour new go-toCrew neckDrop shouldersFitted cuffs and hemOversized fitRelaxed and roomy ,20.8,ASOS DESIGN Tall oversized sweat dress in teal
Maya Petite,dark gray,Petite dress by Maya      Cue the group photoshootFully linedFixed wrap frontV-neckCape-style sleevesRegular fitJust select your usual size ,82.1,Maya Petite Bridesmaid delicate sequin wrap midi dress in dark gray
Love Moschino,black,Dress by Love Moschino    New favorite dress: unlockedHigh neckSleeveless styleLogo design to frontRibbed trimsBody-Conscious fitFigure-hugging cut,239,Love Moschino sleevless logo knitted dress in black
ASOS DESIGN,khaki,Midi dress by ASOS DESIGN     Crack the dress codePlain designSpread collarLong sleevesCut-out to frontSide splitBody-Conscious fitFigure-hugging cut,15.3,ASOS DESIGN ribbed midi dress with cutout detail collar in khaki
JDY,black,Dress by JDY    Crack the dress codeRound neckLong sleevesSmock styleRegular fitTrue to size,18,JDY smock mini dress in black
ASOS Curve,black,Plus-size mini dress by ASOS DESIGN    Skirts and pants need not apply    Round neckFluted sleevesButton-keyhole backRegular fitTrue to size,17.5,ASOS DESIGN Curve fluted sleeve smock mini dress in black
ASOS DESIGN,black,"Mini dress by ASOS DESIGN    Comfy, meet cool Plain designHigh neckPadded shouldersLong sleevesRelaxed fitLoose cut",14,ASOS DESIGN padded shoulder hoodie sweater dress in black
City Goddess,black,Maxi dress by City Goddess     For that thing you have to go toV-neckMesh insertsSequin embellishment Zip-back fasteningRegular fitJust select your usual size,34.8,City Goddess sequin and chiffon wrap maxi dress
ASOS DESIGN,yellow floral,Midi dress by ASOS DESIGN     Crack the dress codeAll-over floral printStand collarTie-keyhole neckBlouson sleevesTiered skirtRegular fitTrue to size,25.2,ASOS DESIGN textured tiered midi dress with tie neck in black and yellow floral
Missguided Petite,grey,Petite dress by Missguided         Doing it for the glamAll-over snakeskin printBandeau designRuched side with tie detailZip-back fasteningBody-Conscious fit Figure-hugging cut,17.4,Missguided Petite ruched side mini dress in snake
Only,black,Midi dress by Only     Serious add-to-bag potential     Scoop neck    Puff sleeves    Button placket    Tie waist     Regular fit True to size ,19.6,Only midi dress in black faux leather
ASOS DESIGN,black,Mini dress by ASOS DESIGN    Crack the dress code    Crew neck    Padded shouldersPrinted slogan to chestLong sleeves    Ribbed cuffs     Relaxed fitSlouchy cut,10.4,ASOS DESIGN padded shoulder mini sweat dress in black with baby cheers logo
TFNC Petite,light gray,Petite dress by TFNC    Destination: dancefloor    V-neck    Sleeveless style    Wrap front    Tie waist     Zip-back fastening Regular fitTrue to sizes,56,TFNC Petite Bridesmaid top wrap chiffon dress in light gray
River Island,ivory,"Dress by River Island    If in doubt, knitwearRoll-neckDrop shouldersRibbed trimsRelaxed fitSlouchy cut",25.55,River Island cozy roll neck mini sweater dress in white
ASOS Curve,blues,Plus-size dress by ASOS DESIGN          Act casualPlain designHigh crew neckDrop shouldersFitted trimsRelaxed fitSlouchy cut ,19.2,ASOS DESIGN Curve seam detail sweat dress in blue
TFNC,pink,Dress by TFNC    Destination: dancefloorV-neckSleeveless styleWrap frontTie waist Zip-back fastening Regular fitTrue to sizes,56,TFNC Bridesmaid top wrap chiffon dress in pink
ASOS Tall,pale gold,Tall dress by ASOS DESIGN    Introduce it to your friendsPlunge neckBatwing sleevesTie waistFront slitButton-keyhole backSlim fitCut close to the body,96.5,ASOS DESIGN Tall maxi dress with batwing sleeve and wrap waist in scatter sequin
Noisy May Tall,cream,"Tall dress by Noisy MayIf in doubt, knitwear Crew neckLong sleevesOverlay sleeve detailRibbed trimsRelaxed fitSlouchy cut",19.95,Noisy May Tall knitted sweater dress with sleeve detail in cream
Vero Moda,check print,Dress by Vero Moda    Coming soon to your Saved ItemsQuilted designCheck printV-neckPuff sleevesElasticated cuffs    Side pocketsRegular fitTrue to size,28.6,Vero Moda quilted smock mini dress in check print
Weekday,pink,Midi dress by Weekday     Part of our responsible editHigh neckLong sleevesCut-out back with twist detailSlim fitClose-fitting cut,19.6,Weekday Begonia organic cotton cut out back midi dress in dusty pink
NaaNaa,wine,Dress by NaaNaa    Ring light at the readyPlunge neckPuff shouldersLong sleevesMesh insert to waistZip-side fasteningBody-Conscious fitFigure-hugging cut,20.5,NaaNaa plunge long sleeve satin midi dress in wine
Y.A.S Tall,rust,Tall dress by Y.A.S    Crack the dress codeRibbed finish    Plain designRoll-neckLong sleeves    Side splitBody-Conscious fitFigure-hugging cut,32,Y.A.S Tall long sleeve rollneck sweater dress in rust
ASOS Maternity,black glitter,Maternity dress by ASOS DESIGN    Add-to-bag potential: considerableV-neckPuff sleevesWrap designTie waistRegular fitJust select your usual size    Designed to fit through all stages of pregnancyExclusive to ASOS,29.7,ASOS DESIGN Maternity velvet glitter midi tea wrap dress in black
Heartbreak,lilac,"Dress by Heartbreak     Comfy, meet coolCrew neck Drop shouldersRibbed trimsRelaxed fitSlouchy cut",16,Heartbreak sweater dress with embroidery in lilac
Ivyrevel,black,Mini dress by Ivyrevel    Introduce it to your friendsNotch lapelsStructured shouldersDouble-breasted fasteningRegular fitJust select your usual size,30.8,Ivyrevel blazer mini dress in black
River Island,black,Midi dress by River IslandSerious add-to-bag potential Roll-neck Long sleeves Side split Body-Conscious fitFigure-hugging cut,21.35,River Island long sleeve cozy midi dress in black
TFNC,light gray,Dress by TFNC    Cue the group photoshootPlunge neckFitted waistLeg splitFishtail hemMaxi length,64,TFNC Bridesmaid cami wrap maxi dress with fishtail in light gray
Closet London,green,Dress by Closet    Crack the dress codeAll-over printV-neckPuff sleevesZip-back fasteningAsymmetric hemRegular fitTrue to size,44,Closet wrap midi dress with puff sleeves in mixed print
Religion,multi,Dress by ReligionWorn and shot by one of our models at homeAnimal designV-neckNotch collarShort sleevesButton-through front     Regular fitTrue to size#AtHomeWithASOS ,85,Religion shirt dress in abstract animal print
Noisy May,grey,Dress by Noisy May    Crack the dress codeRound neckDrop shouldersRelaxed fitSlouchy cut ,9.6,Noisy May sweat dress in gray
Native Youth,grey,Dress by Native Youth    The scroll is over    Round neck    Drop shouldersFront pockets     Ribbed trimsOversized fitRelaxed and roomy,35,Native Youth oversize pocket dress in gray
Pieces,chocolate,Dress by PIECES    Crack the dress codeCrew neckLong sleevesTie waistRegular fitTrue to size,54,Pieces knitted midi dress with tie waist in chocolate
Flounce London,khaki,Dress by Flounce London    The ultimate all-rounderPlain designCrew neckLong sleevesRelaxed fitSlouchy cut,8,Flounce London basic high neck t-shirt dress in khaki
In The Style,stone,Dress by In The Style    Collaboration with Shaughna PhillipsRuched finishBardot neckPuff sleevesZip-back fasteningBody-Conscious fitFigure-hugging cut,19.6,In The Style x Shaughna puff sleeve shirred mini dress in stone
TFNC,dusky green,Dress by TFNC    Cue the group photoshootHigh neckCut-out frontFitted waistThigh slitMaxi lengthRegular fit,67,TFNC Bridesmaid pleated maxi dress in dusky green
UNIQUE21,black,Dress by Unique 21    Crack the dress codeSpread collarButton placketLong sleevesButton cuffsFlared skirtRegular fitTrue to size,51,Unique21 high low hem shirt dress in black
People Tree,brown,Maxi dress by People Tree    Part of our responsible editSpot printSpread collarLong sleevesButton cuffsPartial button-up frontRegular fitTrue to size,47.1,People Tree organic cotton maxi shirt dress in polkadot print
